Country,Year,GDP_Growth,Capital_Formation,Inflation,Government_Debt,Trade_Balance,Exchange_Rate,Reserves
Morocco,2019,2.891,3.415133159400634,0.1798184265758361,4.098834467494953,-3.421,2.263540278718423,10.101624572196734
Morocco,2020,-5.33024,3.3541057741283047,0.5235443961737654,4.2776827480248265,-1.166,2.2509598827095276,10.420625177062794
Morocco,2021,8.060199999999998,3.4181528223115687,0.8612007655561951,4.2391805662675495,-2.344,2.1959442051362728,10.376616069797146
Morocco,2022,1.527,3.4053885862806235,2.0171518531430697,4.270144902025789,-3.557,2.318523424589713,10.272148340963714
Morocco,2023,3.403,3.3555373136266304,1.9652925199889302,4.2409669756285675,-0.618,2.315642087926581,10.394944558302997
Morocco,2024,3.186,3.3667094512034823,0.6601073264817452,4.248895162070686,-1.45,2.2968043382601557,10.406167688235236
Nigeria,2000,5.518,2.673423423291475,2.0716613543608737,4.033986054527817,10.951,4.643507550371546,9.201339989778884
Nigeria,2001,6.667,2.717340248009303,2.989160728170952,3.9721204294767265,3.388,4.711611367516158,9.254912127347593
Nigeria,2002,13.801199999999993,2.9993258090641213,2.630665070052665,3.7673671071626775,1.152,4.792298159543836,8.899867211223587
Nigeria,2003,9.503,2.864826003706192,2.710247784645697,3.7396913826635396,3.294,4.861534564003969,8.878525467248151
Nigeria,2004,10.442,2.8065673542780285,2.7726512202867375,3.5691946111679567,12.92,4.889506856317107,9.73831805455974
Nigeria,2005,7.008,2.7457312680698984,2.93683116563383,2.9412760877579323,20.298919999999992,4.877289281113263,10.24987475870638
Nigeria,2006,6.726,2.7891999880449783,2.2211580942983167,2.241135130677823,16.391,4.857108493689828,10.652487280774942
Nigeria,2007,7.318,2.926060600304672,1.9081039384481082,2.0938374219635683,10.381,4.834757796349303,10.84607507303661
Nigeria,2008,7.199,2.7479757939745295,2.5323466966098307,2.010802739369722,8.69,4.7754753902863,10.870361981874836
Nigeria,2009,8.353,2.9662004709479532,2.605795967063454,2.15373699625763,4.586,5.003140612333995,10.596697231143029
Nigeria,2010,11.259,2.8501861349226525,2.690225616189658,2.2399647310123783,3.505,5.012616663220726,10.300899319368115
Nigeria,2011,4.887,2.785751708766062,2.4709767442545023,2.8582502302327284,2.54,5.0360593464364145,10.3112137690775
Nigeria,2012,4.279,2.701897981617012,2.583695620062788,2.866591229230761,3.719,5.059425458265688,10.627547472719531
Nigeria,2013,5.394,2.7016296332992873,2.2473894575260958,2.906299786222439,3.65,5.0582289755698895,10.603301709337943
Nigeria,2014,6.31,2.7601997954269666,2.2029857277712908,2.899001084594219,0.157,5.066086662256258,10.367679639938277
Nigeria,2015,2.653,2.740194654428777,2.303484688236882,3.0456646423022002,-3.123,5.259786148971372,10.164380350311934
Nigeria,2016,-1.617,2.7322223530731953,2.81522906256682,3.197407010252548,1.254,5.535332264347863,10.125869213685721
Nigeria,2017,0.806,2.7391611961272626,2.8623151601136394,3.2329759492469825,3.61,5.722898948825393,10.524685630323617
Nigeria,2018,1.923,2.9863887585508384,2.572230477959675,3.356722891560326,1.727,5.723858555558032,10.60929890946276
Nigeria,2019,2.208,3.235378896967215,2.5173738399255017,3.4075769886261944,-2.884,5.726590227445485,10.491848885618188
Nigeria,2020,-1.75152,3.3140769078125887,2.656476165556162,3.5730476385888146,-3.56,5.882795222425001,10.444512531307096
Nigeria,2021,3.647,3.515207514169888,2.887757231888692,3.6051988874479988,-0.738,5.994340480695605,10.460619869590154
Nigeria,2022,3.252,3.495294705041271,2.9880528622101217,3.6996957465477855,0.214,6.054390420346829,10.319978935254735
Nigeria,2023,2.86,3.4220778592415106,3.2449333591874905,3.885124461559445,1.655,6.4695511519794024,10.218688801816693
Nigeria,2024,3.426,3.420444299024612,3.4642082563997927,3.9684033388642534,9.144,7.100006704235987,10.441198878959312
